name,abbrv,formula,state,ref1,ref2,date,model,E_units,G,H,S,Cp,V,a1.a,a2.b,a3.c,a4.d,c1.e,c2.f,omega.lambda,z.T
microflore,MF,C7H17O7N,cr,TSD97,NA,2006-10-31,CGL,cal,-774380,NA,NA,NA,NA,0,0,0,0,0,0,0,NA
plantes,PL,C34H54O25N,cr,TSD97,NA,2006-10-31,CGL,cal,-3419930,NA,NA,NA,NA,0,0,0,0,0,0,0,NA
"acide fulvique",AF,C30H40O24N,cr,TSD97,NA,2006-10-31,CGL,cal,-2901050,NA,NA,NA,NA,0,0,0,0,0,0,0,NA
"acide humique",AH,C20H24O12N,cr,TSD97,NA,2006-10-31,CGL,cal,-1775100,NA,NA,NA,NA,0,0,0,0,0,0,0,NA
humine,HU,C72H90O36N,cr,TSD97,NA,2006-10-31,CGL,cal,-6542300,NA,NA,NA,NA,0,0,0,0,0,0,0,NA
pentane,NA,C5H12,cr,HOKR98,NA,2006-08-30,CGL_Ttr,cal,764,-43806,44.77,45.57,79.4,16.28,0.1158,-466000,0,0,0,0,143.42
hexane,NA,C6H14,cr,HOKR98,NA,2006-08-30,CGL_Ttr,cal,1904,-51277,48.49,49.35,93.4,5.8,0.1568,-285000,0,0,0,0,177.83
heptane,NA,C7H16,cr,HOKR98,NA,2006-08-30,CGL_Ttr,cal,2839,-57715,56.37,56.25,110.2,3.4,0.185,-205000,0,0,0,0,182.57
octane,NA,C8H18,cr,HOKR98,NA,2006-08-30,CGL_Ttr,cal,3951,-65295,59.82,60.03,123.6,-7.08,0.226,-24000,0,0,0,0,216.39
nonane,NA,C9H20,cr,HOKR98,NA,2006-08-30,CGL_Ttr,cal,4914,-71624,67.97,66.94,141.1,-9.48,0.2542,56000,0,0,0,0,219.66
decane,NA,C10H22,cr,HOKR98,NA,2006-08-30,CGL_Ttr,cal,5999,-79311,71.15,70.72,153.8,-19.96,0.2952,237000,0,0,0,0,243.31
undecane,NA,C11H24,cr,HOKR98,NA,2006-08-30,CGL_Ttr,cal,6989,-85553,79.57,77.62,171.9,-22.36,0.3234,317000,0,0,0,0,247.57
dodecane,NA,C12H26,cr,HOKR98,NA,2006-08-30,CGL_Ttr,cal,8043,-93328,82.49,81.4,184,-32.84,0.3644,498000,0,0,0,0,263.57
tridecane,NA,C13H28,cr,HOKR98,NA,2006-08-30,CGL_Ttr,cal,9064,-99442,91.17,88.31,202.7,-35.24,0.3926,578000,0,0,0,0,267.76
tetradecane,NA,C14H30,cr,HOKR98,NA,2006-08-30,CGL_Ttr,cal,10090,-107345,93.82,92.09,214.2,-45.72,0.4336,759000,0,0,0,0,279.01
pentadecane,NA,C15H32,cr,HOKR98,NA,2006-08-30,CGL_Ttr,cal,11136,-113351,102.78,99,233.6,-48.12,0.4618,838000,0,0,0,0,283.07
